timestamp,close_CCCAGG,high_CCCAGG,low_CCCAGG,open_CCCAGG,time,volumefrom_CCCAGG,volumeto_CCCAGG,close_kraken,high_kraken,low_kraken,open_kraken,volumefrom_kraken,volumeto_kraken
2019-06-11 10:50:00,7815.72,7816.64,7811.14,7811.14,1560250200,18.4,143760.72,7810.0,7810.0,7806.8,7807.0,7.319,57156.93
2019-06-11 10:51:00,7820.12,7821.62,7815.72,7815.72,1560250260,47.23,369083.36,7815.0,7815.0,7810.0,7810.0,19.34,151079.94
2019-06-11 10:52:00,7821.15,7822.34,7819.48,7820.12,1560250320,24.16,188980.5,7815.0,7815.0,7814.9,7815.0,1.089,8510.83
2019-06-11 10:53:00,7822.8,7822.81,7819.2,7821.15,1560250380,37.28,291322.17,7815.0,7815.0,7814.9,7815.0,0.506,3954.34
2019-06-11 10:54:00,7821.89,7823.89,7820.79,7822.8,1560250440,6.052,47563.14,7816.0,7816.0,7815.0,7815.0,0.2067,1615.07
2019-06-11 10:55:00,7821.56,7822.69,7819.73,7821.89,1560250500,13.52,106039.05,7818.0,7818.0,7816.0,7816.0,3.067,23977.02
2019-06-11 10:56:00,7820.68,7823.23,7820.68,7821.56,1560250560,9.51,74378.34,7818.0,7818.0,7818.0,7818.0,0.28,2188.87
2019-06-11 10:57:00,7821.98,7822.43,7817.02,7820.68,1560250620,9.202,71925.61,7819.2,7819.2,7817.9,7818.0,1.862,14557.07
2019-06-11 10:58:00,7821.92,7822.32,7821.37,7821.98,1560250680,6.375,49836.49,7820.0,7820.0,7817.8,7819.2,2.354,18406.92
2019-06-11 10:59:00,7823.69,7823.83,7821.92,7821.92,1560250740,7.631,59761.65,7820.0,7820.0,7819.9,7820.0,0.9515,7440.73
2019-06-11 11:00:00,7829.78,7830.21,7823.69,7823.69,1560250800,35.4,276711.3,7827.2,7829.1,7820.0,7820.0,3.07,24023.63
2019-06-11 11:01:00,7825.14,7829.98,7824.95,7829.78,1560250860,22.81,178452.32,7827.2,7827.3,7827.2,7827.2,1.095,8573.56
2019-06-11 11:02:00,7821.58,7825.21,7821.41,7825.14,1560250920,29.25,228763.78,7816.9,7827.3,7815.1,7827.2,11.71,91622.89
2019-06-11 11:03:00,7813.8,7821.58,7813.8,7821.58,1560250980,37.3,291312.04,7801.4,7816.9,7801.4,7816.9,10.47,81716.65
2019-06-11 11:04:00,7810.65,7813.8,7810.26,7813.8,1560251040,14.5,113194.85,7803.5,7805.6,7801.4,7801.4,0.4919,3839.32
2019-06-11 11:05:00,7808.83,7812.27,7808.78,7810.65,1560251100,25.21,196741.01,7801.1,7808.5,7801.1,7803.5,1.807,14109.74
2019-06-11 11:06:00,7806.62,7808.83,7806.4,7808.83,1560251160,10.24,79905.23,7800.1,7805.7,7800.1,7801.1,0.6515,5083.91
2019-06-11 11:07:00,7806.05,7806.62,7804.69,7806.62,1560251220,5.863,45738.27,7803.9,7803.9,7800.1,7800.1,3.081,24030.7
2019-06-11 11:08:00,7806.82,7806.82,7806.05,7806.05,1560251280,11.42,89062.67,7800.4,7803.9,7800.4,7803.9,5.148,40157.07
2019-06-11 11:09:00,7806.28,7806.85,7804.75,7806.82,1560251340,4.261,33236.44,7803.8,7803.8,7800.4,7800.4,0.2824,2203.4
2019-06-11 11:10:00,7803.04,7806.73,7803.04,7806.28,1560251400,12.47,97194.03,7800.0,7803.8,7800.0,7803.8,0.693,5406.22
2019-06-11 11:11:00,7800.58,7803.04,7800.58,7803.04,1560251460,14.07,109771.66,7800.0,7800.0,7800.0,7800.0,0.0,0.0
2019-06-11 11:12:00,7806.86,7806.86,7800.12,7800.58,1560251520,15.82,123442.59,7806.1,7806.1,7800.0,7800.0,3.139,24494.77
2019-06-11 11:13:00,7813.59,7813.61,7806.86,7806.86,1560251580,14.4,112473.34,7811.0,7811.3,7806.0,7806.1,1.378,10761.97
2019-06-11 11:14:00,7817.59,7817.59,7811.72,7813.59,1560251640,6.803,53136.01,7809.6,7811.0,7809.6,7811.0,0.33,2577.55
2019-06-11 11:15:00,7818.29,7819.31,7817.5,7817.59,1560251700,8.25,64475.5,7813.6,7813.6,7809.6,7809.6,0.448,3500.33
2019-06-11 11:16:00,7820.52,7821.5,7818.26,7818.29,1560251760,21.57,168526.37,7818.0,7818.3,7813.6,7813.6,2.182,17059.22
2019-06-11 11:17:00,7823.28,7823.28,7820.21,7820.52,1560251820,11.84,92692.18,7823.1,7823.1,7818.0,7818.0,1.615,12628.36
2019-06-11 11:18:00,7825.74,7826.01,7822.38,7823.28,1560251880,13.91,108760.32,7823.2,7826.0,7822.5,7823.1,6.03,47180.18
2019-06-11 11:19:00,7825.17,7826.16,7824.97,7825.74,1560251940,6.941,54268.14,7825.0,7825.1,7823.2,7823.2,0.6034,4721.44
2019-06-11 11:20:00,7824.15,7825.24,7821.95,7825.17,1560252000,5.542,43289.22,7823.1,7825.0,7820.8,7825.0,0.107,837.04
2019-06-11 11:21:00,7822.13,7824.15,7822.13,7824.15,1560252060,11.21,87611.61,7821.9,7823.1,7821.9,7823.1,3.8,29723.4
2019-06-11 11:22:00,7818.25,7822.56,7818.25,7822.13,1560252120,28.73,224671.16,7820.8,7821.9,7820.8,7821.9,2.322,18159.91
2019-06-11 11:23:00,7819.79,7820.84,7816.27,7818.25,1560252180,24.89,194633.24,7816.3,7820.8,7816.3,7820.8,0.42,3282.85
2019-06-11 11:24:00,7821.98,7823.04,7819.01,7819.79,1560252240,12.87,100675.67,7821.0,7821.0,7816.3,7816.3,1.339,10472.0
2019-06-11 11:25:00,7811.41,7822.09,7811.37,7821.98,1560252300,26.23,204926.17,7812.0,7821.0,7806.2,7821.0,4.834,37793.39
2019-06-11 11:26:00,7810.46,7812.01,7810.3,7811.41,1560252360,16.34,127641.46,7811.3,7812.0,7811.3,7812.0,0.35,2733.96
2019-06-11 11:27:00,7805.99,7810.53,7805.91,7810.46,1560252420,13.19,102914.96,7805.0,7811.3,7805.0,7811.3,4.048,31603.25
2019-06-11 11:28:00,7810.36,7814.32,7805.39,7805.99,1560252480,27.54,214948.17,7816.1,7816.1,7805.0,7805.0,0.8503,6644.99
2019-06-11 11:29:00,7814.0,7814.36,7809.66,7810.36,1560252540,15.05,117543.94,7816.1,7816.1,7816.1,7816.1,0.0,0.0
2019-06-11 11:30:00,7812.59,7815.49,7810.36,7814.0,1560252600,21.36,166739.22,7812.7,7817.6,7812.7,7816.1,1.062,8297.64
2019-06-11 11:31:00,7806.82,7815.2,7806.82,7812.59,1560252660,32.93,257064.97,7805.0,7816.9,7805.0,7812.7,8.445,65954.99
2019-06-11 11:32:00,7799.93,7806.82,7799.77,7806.82,1560252720,43.22,337195.05,7800.0,7805.0,7800.0,7805.0,3.207,25022.71
2019-06-11 11:33:00,7794.33,7802.89,7794.33,7799.93,1560252780,47.45,369646.47,7795.0,7801.8,7795.0,7800.0,5.444,42452.09
2019-06-11 11:34:00,7792.23,7794.59,7791.81,7794.33,1560252840,17.94,139713.39,7788.6,7795.0,7788.6,7795.0,9.1,70896.75
2019-06-11 11:35:00,7769.47,7792.23,7765.76,7792.23,1560252900,362.09,2811359.05,7765.6,7788.6,7735.3,7788.6,97.57,756783.22
2019-06-11 11:36:00,7773.43,7778.23,7769.47,7769.47,1560252960,53.63,417076.79,7767.7,7775.4,7762.9,7765.6,1.322,10271.13
2019-06-11 11:37:00,7782.26,7785.98,7773.24,7773.43,1560253020,52.54,408465.3,7778.2,7785.0,7767.5,7767.7,27.66,215034.32
2019-06-11 11:38:00,7776.08,7785.83,7776.08,7782.26,1560253080,35.52,276291.8,7775.0,7780.4,7775.0,7778.2,6.412,49867.92
2019-06-11 11:39:00,7776.3,7777.01,7772.16,7776.08,1560253140,32.67,254004.71,7767.4,7775.0,7767.4,7775.0,2.815,21880.66
2019-06-11 11:40:00,7783.85,7787.15,7775.75,7776.3,1560253200,35.62,277215.51,7782.8,7782.8,7767.4,7767.4,19.65,152884.49
2019-06-11 11:41:00,7788.76,7788.78,7783.47,7783.85,1560253260,22.14,172477.26,7787.4,7787.4,7782.7,7782.8,1.633,12709.96
2019-06-11 11:42:00,7786.13,7790.45,7786.04,7788.76,1560253320,9.92,77582.56,7786.0,7789.7,7786.0,7787.4,1.422,11075.32
2019-06-11 11:43:00,7785.36,7788.06,7784.48,7786.13,1560253380,16.15,125962.78,7777.4,7786.0,7777.4,7786.0,1.633,12711.06
2019-06-11 11:44:00,7771.08,7785.36,7771.08,7785.36,1560253440,46.4,360503.35,7768.4,7777.4,7768.4,7777.4,2.754,21407.27
2019-06-11 11:45:00,7768.84,7771.32,7766.21,7771.08,1560253500,29.01,225688.91,7765.3,7768.4,7761.3,7768.4,5.89,45734.56
2019-06-11 11:46:00,7766.8,7770.67,7764.19,7768.84,1560253560,31.34,243630.04,7764.5,7767.1,7760.3,7765.3,2.239,17387.3
2019-06-11 11:47:00,7771.07,7771.48,7766.62,7766.8,1560253620,12.55,97809.03,7769.3,7770.2,7764.5,7764.5,0.4226,3283.22
2019-06-11 11:48:00,7769.58,7771.94,7765.44,7771.07,1560253680,40.42,314360.47,7765.1,7769.3,7765.1,7769.3,12.26,95250.15
2019-06-11 11:49:00,7763.99,7771.31,7763.97,7769.58,1560253740,45.82,355675.68,7757.7,7765.1,7757.7,7765.1,8.742,67832.94
2019-06-11 11:50:00,7756.71,7764.64,7751.91,7763.99,1560253800,135.19,1047799.33,7752.9,7757.7,7740.0,7757.7,6.101,47296.96
2019-06-11 11:51:00,7761.13,7761.58,7754.03,7756.71,1560253860,107.96,836339.28,7750.0,7756.3,7750.0,7752.9,3.28,25423.87
2019-06-11 11:52:00,7771.85,7772.19,7761.01,7761.13,1560253920,19.02,148086.57,7768.7,7768.7,7750.0,7750.0,3.331,25863.15
2019-06-11 11:53:00,7782.4,7782.4,7770.58,7771.85,1560253980,33.66,261918.92,7780.0,7780.0,7768.7,7768.7,11.18,86909.32
2019-06-11 11:54:00,7784.79,7788.33,7782.4,7782.4,1560254040,21.36,166164.38,7782.7,7784.3,7780.0,7780.0,4.353,33876.2
2019-06-11 11:55:00,7787.08,7787.28,7784.79,7784.79,1560254100,8.233,64054.27,7782.8,7782.8,7782.7,7782.7,0.466,3626.78
2019-06-11 11:56:00,7784.15,7787.87,7782.83,7787.08,1560254160,16.64,129876.47,7783.0,7784.8,7782.8,7782.8,4.557,35471.8
2019-06-11 11:57:00,7789.1,7789.15,7781.93,7784.15,1560254220,19.53,152705.44,7788.0,7788.0,7780.5,7783.0,3.709,28870.46
2019-06-11 11:58:00,7792.25,7792.89,7789.1,7789.1,1560254280,22.83,178537.65,7788.9,7789.5,7786.5,7788.0,0.1434,1116.66
2019-06-11 11:59:00,7794.83,7794.83,7789.43,7792.25,1560254340,44.73,351231.66,7790.0,7790.0,7788.7,7788.9,1.213,9448.1
2019-06-11 12:00:00,7790.86,7795.66,7790.86,7794.83,1560254400,25.11,196218.65,7793.0,7793.0,7790.0,7790.0,2.513,19579.21
2019-06-11 12:01:00,7786.88,7790.86,7786.05,7790.86,1560254460,54.4,424203.77,7787.1,7793.1,7787.1,7793.0,25.37,197667.37
2019-06-11 12:02:00,7782.88,7786.88,7781.67,7786.88,1560254520,29.05,226688.92,7780.1,7787.1,7780.0,7787.1,8.42,65538.42
2019-06-11 12:03:00,7792.38,7792.44,7782.39,7782.88,1560254580,26.83,209602.0,7792.5,7793.7,7780.1,7780.1,7.924,61680.82
2019-06-11 12:04:00,7797.12,7798.25,7792.38,7792.38,1560254640,162.91,1269533.71,7797.9,7798.5,7792.5,7792.5,7.547,58835.23
2019-06-11 12:05:00,7797.22,7799.74,7796.12,7797.12,1560254700,38.91,303915.03,7796.8,7806.2,7796.8,7797.9,16.01,124946.87
2019-06-11 12:06:00,7796.53,7800.52,7796.12,7797.22,1560254760,16.98,132912.73,7791.0,7798.3,7791.0,7796.8,5.971,46553.82
2019-06-11 12:07:00,7783.12,7796.53,7783.12,7796.53,1560254820,17.14,134083.89,7780.0,7791.2,7780.0,7791.0,3.258,25364.14
2019-06-11 12:08:00,7784.22,7785.62,7781.89,7783.12,1560254880,25.54,199304.01,7774.9,7780.0,7774.9,7780.0,10.33,80284.21
2019-06-11 12:09:00,7786.05,7786.41,7783.13,7784.22,1560254940,14.05,110004.85,7780.5,7780.5,7774.9,7774.9,1.473,11458.95
2019-06-11 12:10:00,7785.58,7787.52,7785.57,7786.05,1560255000,13.97,109345.08,7780.5,7780.5,7780.5,7780.5,0.0,0.0
2019-06-11 12:11:00,7786.59,7787.54,7780.88,7785.58,1560255060,21.38,166966.46,7780.5,7780.6,7778.0,7780.5,3.469,26987.0
2019-06-11 12:12:00,7784.2,7788.81,7783.84,7786.59,1560255120,12.02,94233.99,7779.8,7780.5,7778.0,7780.5,0.6349,4938.67
2019-06-11 12:13:00,7788.17,7790.93,7784.2,7784.2,1560255180,15.55,121701.67,7780.6,7780.6,7779.3,7779.8,5.406,42062.11
2019-06-11 12:14:00,7787.69,7789.2,7786.81,7788.17,1560255240,29.06,226822.41,7780.6,7785.1,7779.6,7780.6,14.49,112801.26
2019-06-11 12:15:00,7788.13,7789.56,7787.06,7787.69,1560255300,18.87,147503.49,7784.1,7784.1,7780.6,7780.6,4.415,34353.95
2019-06-11 12:16:00,7790.2,7790.67,7788.13,7788.13,1560255360,21.15,165292.97,7784.1,7789.9,7784.1,7784.1,3.575,27828.11
2019-06-11 12:17:00,7790.98,7790.99,7789.1,7790.2,1560255420,8.272,65063.83,7784.2,7784.2,7784.1,7784.1,0.4407,3430.11
2019-06-11 12:18:00,7790.94,7791.2,7790.86,7790.98,1560255480,11.23,88087.49,7784.0,7784.2,7784.0,7784.2,0.6818,5307.35
2019-06-11 12:19:00,7789.49,7790.94,7788.27,7790.94,1560255540,10.02,78673.17,7784.0,7784.0,7784.0,7784.0,0.0,0.0
2019-06-11 12:20:00,7785.74,7789.49,7785.74,7789.49,1560255600,35.89,279816.08,7779.8,7784.0,7779.8,7784.0,0.06335,493.03
2019-06-11 12:21:00,7781.09,7785.74,7780.82,7785.74,1560255660,22.02,171948.65,7779.8,7779.8,7779.8,7779.8,0.3,2333.94
2019-06-11 12:22:00,7781.84,7781.9,7781.07,7781.09,1560255720,14.17,111415.8,7778.5,7779.9,7778.5,7779.8,0.3695,2874.76
2019-06-11 12:23:00,7785.54,7786.93,7781.68,7781.84,1560255780,16.36,127915.02,7778.1,7779.9,7778.1,7778.5,0.5287,4113.11
2019-06-11 12:24:00,7785.38,7786.31,7785.33,7785.54,1560255840,11.11,87007.35,7777.0,7778.1,7777.0,7778.1,1.309,10176.41
2019-06-11 12:25:00,7783.15,7785.38,7782.71,7785.38,1560255900,15.99,125051.92,7777.9,7777.9,7771.4,7777.0,0.8092,6292.3
2019-06-11 12:26:00,7777.58,7783.15,7777.58,7783.15,1560255960,15.16,118565.39,7770.0,7777.9,7770.0,7777.9,1.413,10976.89
2019-06-11 12:27:00,7776.13,7777.96,7774.6,7777.58,1560256020,20.74,161460.9,7768.9,7770.0,7765.1,7770.0,1.401,10879.91
2019-06-11 12:28:00,7779.13,7779.41,7775.69,7776.13,1560256080,23.05,179647.34,7774.3,7775.6,7768.9,7768.9,2.788,21661.03
2019-06-11 12:29:00,7780.61,7782.75,7779.12,7779.13,1560256140,18.29,142871.42,7776.0,7778.0,7774.3,7774.3,5.203,40453.68
2019-06-11 12:30:00,7780.43,7781.99,7779.85,7780.61,1560256200,27.02,210868.92,7776.0,7776.3,7776.0,7776.0,9.52,74025.35
2019-06-11 12:31:00,7783.62,7783.64,7780.41,7780.43,1560256260,13.67,106983.41,7778.2,7778.2,7776.0,7776.0,1.111,8638.37
2019-06-11 12:32:00,7785.06,7785.24,7783.62,7783.62,1560256320,22.25,173776.96,7784.1,7784.1,7778.2,7778.2,2.911,22648.12
2019-06-11 12:33:00,7790.07,7790.77,7785.05,7785.06,1560256380,33.4,260627.9,7786.0,7790.0,7784.1,7784.1,2.895,22547.91
2019-06-11 12:34:00,7780.59,7790.07,7780.51,7790.07,1560256440,27.56,215689.23,7776.1,7786.0,7776.1,7786.0,8.217,63941.93
2019-06-11 12:35:00,7781.95,7781.95,7779.65,7780.59,1560256500,9.873,77496.29,7776.1,7776.1,7776.1,7776.1,0.0,0.0
2019-06-11 12:36:00,7787.26,7787.26,7781.54,7781.95,1560256560,23.63,184388.79,7783.8,7783.8,7776.1,7776.1,0.6237,4853.61
2019-06-11 12:37:00,7789.01,7789.05,7786.96,7787.26,1560256620,13.91,108899.64,7783.8,7783.8,7783.8,7783.8,0.0,0.0
2019-06-11 12:38:00,7792.72,7792.73,7788.43,7789.01,1560256680,45.44,354434.63,7790.0,7790.0,7783.8,7783.8,1.581,12314.29
2019-06-11 12:39:00,7795.18,7795.31,7792.7,7792.72,1560256740,10.77,84435.11,7791.2,7791.2,7790.0,7790.0,0.06097,475.04
2019-06-11 12:40:00,7798.44,7799.41,7795.16,7795.18,1560256800,11.99,93864.08,7794.3,7794.6,7791.2,7791.2,1.792,13970.08
2019-06-11 12:41:00,7798.77,7799.72,7797.61,7798.44,1560256860,33.43,261231.81,7797.7,7797.7,7794.3,7794.3,17.95,139951.63
2019-06-11 12:42:00,7799.54,7799.8,7798.7,7798.77,1560256920,3.238,25394.83,7796.1,7797.7,7795.8,7797.7,0.09349,728.82
2019-06-11 12:43:00,7799.36,7800.2,7798.23,7799.54,1560256980,2.994,23339.4,7796.1,7796.1,7796.1,7796.1,0.03,233.88
2019-06-11 12:44:00,7801.21,7801.21,7798.57,7799.36,1560257040,13.71,107323.83,7793.9,7796.1,7792.2,7796.1,2.065,16097.4
2019-06-11 12:45:00,7801.48,7801.57,7799.61,7801.21,1560257100,25.67,200311.07,7797.7,7797.7,7793.9,7793.9,12.52,97549.13
2019-06-11 12:46:00,7809.88,7809.88,7801.48,7801.48,1560257160,21.65,168788.83,7804.7,7804.7,7797.7,7797.7,11.82,92194.07
2019-06-11 12:47:00,7813.04,7813.04,7809.07,7809.88,1560257220,26.26,205118.11,7813.3,7813.3,7804.7,7804.7,4.03,31471.47
2019-06-11 12:48:00,7811.43,7813.06,7811.11,7813.04,1560257280,11.71,91427.65,7807.6,7813.3,7807.5,7813.3,0.3068,2396.13
2019-06-11 12:49:00,7812.4,7812.99,7811.43,7811.43,1560257340,6.719,52468.75,7811.1,7813.3,7807.6,7807.6,1.714,13390.7
2019-06-11 12:50:00,7812.75,7812.83,7811.25,7812.4,1560257400,13.87,108278.41,7810.3,7813.6,7809.5,7811.1,6.595,51526.78
2019-06-11 12:51:00,7813.05,7813.73,7812.31,7812.75,1560257460,13.45,104999.61,7812.1,7812.7,7810.3,7810.3,1.371,10711.23
2019-06-11 12:52:00,7811.62,7813.31,7810.68,7813.05,1560257520,17.46,136257.95,7812.0,7812.1,7812.0,7812.1,1.385,10819.97
2019-06-11 12:53:00,7810.51,7811.62,7810.0,7811.62,1560257580,11.09,86560.1,7810.5,7812.0,7810.5,7812.0,0.1601,1250.71
2019-06-11 12:54:00,7811.22,7811.6,7810.51,7810.51,1560257640,3.705,28924.17,7810.6,7810.6,7810.5,7810.5,1.14,8904.02
2019-06-11 12:55:00,7808.1,7811.31,7807.98,7811.22,1560257700,21.19,165439.32,7810.5,7810.6,7810.5,7810.6,2.538,19826.41
2019-06-11 12:56:00,7806.02,7808.68,7806.02,7808.1,1560257760,14.44,112742.92,7809.9,7810.5,7809.9,7810.5,4.717,36839.41
2019-06-11 12:57:00,7804.29,7807.16,7804.29,7806.02,1560257820,16.55,129124.68,7807.9,7809.9,7807.9,7809.9,4.97,38809.36
2019-06-11 12:58:00,7802.74,7804.29,7801.41,7804.29,1560257880,12.76,99540.9,7803.0,7807.9,7802.3,7807.9,5.337,41658.79
2019-06-11 12:59:00,7799.28,7802.74,7798.59,7802.74,1560257940,22.7,178091.65,7797.0,7803.0,7797.0,7803.0,5.479,42730.49
2019-06-11 13:00:00,7798.43,7800.32,7797.6,7799.28,1560258000,15.59,121494.73,7792.1,7798.0,7792.1,7797.0,12.62,98398.37
2019-06-11 13:01:00,7797.36,7798.43,7795.89,7798.43,1560258060,18.65,145364.59,7794.8,7794.8,7792.1,7792.1,0.241,1878.55
2019-06-11 13:02:00,7800.52,7800.52,7797.36,7797.36,1560258120,20.23,157748.22,7797.2,7799.1,7794.8,7794.8,1.328,10356.32
2019-06-11 13:03:00,7804.4,7804.51,7800.52,7800.52,1560258180,26.25,204810.51,7806.1,7806.1,7797.1,7797.2,14.67,114414.35
2019-06-11 13:04:00,7805.2,7805.49,7803.09,7804.4,1560258240,33.75,263383.48,7807.1,7807.1,7805.7,7806.1,12.77,99696.25
2019-06-11 13:05:00,7807.06,7807.14,7804.85,7805.2,1560258300,8.483,66205.95,7809.6,7809.7,7807.1,7807.1,1.217,9505.29
2019-06-11 13:06:00,7811.12,7813.21,7807.06,7807.06,1560258360,14.21,110885.05,7811.9,7812.1,7809.6,7809.6,1.468,11465.62
2019-06-11 13:07:00,7809.84,7812.59,7809.5,7811.12,1560258420,7.047,55058.05,7812.6,7813.6,7811.8,7811.9,0.3206,2504.77
2019-06-11 13:08:00,7808.07,7810.33,7806.77,7809.84,1560258480,13.62,106306.71,7805.2,7812.6,7805.2,7812.6,0.007419,57.91
2019-06-11 13:09:00,7804.95,7808.49,7804.95,7808.07,1560258540,18.62,145332.11,7801.7,7805.2,7801.5,7805.2,0.6067,4733.65
2019-06-11 13:10:00,7806.03,7806.78,7804.33,7804.95,1560258600,20.93,163295.76,7805.3,7806.3,7801.7,7801.7,10.41,81192.92
2019-06-11 13:11:00,7803.1,7806.77,7802.83,7806.03,1560258660,13.05,102057.03,7806.6,7806.6,7802.3,7805.3,5.339,41667.27
2019-06-11 13:12:00,7807.51,7807.51,7803.1,7803.1,1560258720,17.38,135566.21,7804.9,7806.6,7804.9,7806.6,5.669,44252.3
2019-06-11 13:13:00,7812.78,7813.05,7807.14,7807.51,1560258780,20.83,162686.08,7812.2,7814.9,7804.9,7804.9,15.35,119917.1
2019-06-11 13:14:00,7814.9,7816.01,7812.57,7812.78,1560258840,12.15,94877.97,7813.2,7814.7,7812.2,7812.2,1.256,9818.51
2019-06-11 13:15:00,7815.01,7816.04,7812.76,7814.9,1560258900,38.77,303012.15,7813.6,7813.7,7813.2,7813.2,1.029,8040.42
2019-06-11 13:16:00,7815.08,7816.07,7814.05,7815.01,1560258960,11.72,91567.58,7812.0,7815.0,7811.9,7813.6,5.407,42246.24
2019-06-11 13:17:00,7814.49,7815.38,7813.96,7815.08,1560259020,8.454,66036.83,7811.9,7814.9,7811.9,7812.0,2.049,16006.33
2019-06-11 13:18:00,7810.4,7814.57,7809.61,7814.49,1560259080,26.13,204076.06,7810.7,7812.7,7810.7,7811.9,5.799,45300.22
2019-06-11 13:19:00,7808.93,7810.4,7808.6,7810.4,1560259140,17.37,135565.12,7806.9,7810.7,7806.9,7810.7,1.5,11710.35
2019-06-11 13:20:00,7811.13,7812.17,7808.49,7808.93,1560259200,16.57,129393.06,7811.9,7813.2,7805.8,7806.9,3.48,27183.07
2019-06-11 13:21:00,7811.38,7813.79,7811.03,7811.13,1560259260,7.469,58319.9,7812.2,7814.1,7811.9,7811.9,2.18,17031.04
2019-06-11 13:22:00,7808.76,7811.49,7808.14,7811.38,1560259320,24.39,190612.13,7809.8,7812.2,7809.7,7812.2,2.806,21917.07
2019-06-11 13:23:00,7807.54,7808.76,7805.85,7808.76,1560259380,7.118,55526.11,7809.3,7809.8,7809.3,7809.8,1.165,9096.29
2019-06-11 13:24:00,7801.67,7807.54,7801.19,7807.54,1560259440,13.05,101792.93,7801.8,7809.3,7801.8,7809.3,1.064,8301.19
2019-06-11 13:25:00,7804.99,7805.34,7800.8,7801.67,1560259500,11.14,86876.66,7800.5,7802.0,7800.0,7801.8,4.318,33688.36
2019-06-11 13:26:00,7802.55,7805.68,7802.55,7804.99,1560259560,34.0,265065.71,7799.0,7800.6,7798.4,7800.5,5.206,40600.07
2019-06-11 13:27:00,7798.83,7802.55,7798.49,7802.55,1560259620,10.98,85606.5,7791.2,7799.0,7791.1,7799.0,2.563,19972.06
2019-06-11 13:28:00,7799.55,7801.07,7798.83,7798.83,1560259680,43.22,336824.45,7793.1,7794.1,7791.2,7791.2,4.141,32274.57
2019-06-11 13:29:00,7803.63,7803.69,7799.04,7799.55,1560259740,9.96,77643.21,7799.8,7799.8,7793.1,7793.1,1.583,12342.96
2019-06-11 13:30:00,7804.17,7805.48,7803.3,7803.63,1560259800,8.834,68914.47,7802.5,7802.5,7799.8,7799.8,0.3547,2767.66
2019-06-11 13:31:00,7805.7,7805.7,7803.69,7804.17,1560259860,2.969,23159.69,7804.1,7804.1,7800.2,7802.5,1.482,11562.9
2019-06-11 13:32:00,7803.55,7805.99,7803.55,7805.7,1560259920,47.0,366635.16,7802.0,7804.1,7802.0,7804.1,5.57,43458.86
2019-06-11 13:33:00,7803.87,7804.7,7803.55,7803.55,1560259980,7.485,58722.63,7801.2,7802.4,7801.1,7802.0,0.2424,1890.77
2019-06-11 13:34:00,7805.89,7805.89,7803.72,7803.87,1560260040,12.02,93775.96,7801.2,7801.2,7801.2,7801.2,0.0535,417.38
2019-06-11 13:35:00,7810.23,7810.23,7805.89,7805.89,1560260100,2.316,18078.59,7810.1,7810.1,7801.2,7801.2,0.02138,166.98
2019-06-11 13:36:00,7811.16,7811.17,7809.09,7810.23,1560260160,3.97,30979.33,7810.1,7810.1,7810.1,7810.1,0.6,4686.06
2019-06-11 13:37:00,7814.25,7814.61,7811.16,7811.16,1560260220,7.34,57349.49,7811.9,7811.9,7810.1,7810.1,0.1774,1386.07
